time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2022-01-21 09:30:00-05:00,MLTrader,21e4d582bc61479f9636bc8394db6f30,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-01-21 09:30:00-05:00,MLTrader,21e4d582bc61479f9636bc8394db6f30,SPY,sell,market,fill,1,gtc,0.0,1,stock,445.55999755859375,112.0,0.0
2022-03-04 09:30:00-05:00,MLTrader,617f6093657c451db0615bb829cbda9b,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-03-04 09:30:00-05:00,MLTrader,617f6093657c451db0615bb829cbda9b,SPY,sell,market,fill,1,gtc,0.0,1,stock,431.75,174.0,0.0
2022-03-18 09:30:00-04:00,MLTrader,4813eb55308b4d04a43adb8cdb970c9e,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-03-18 09:30:00-04:00,MLTrader,4813eb55308b4d04a43adb8cdb970c9e,SPY,sell,market,fill,1,gtc,0.0,1,stock,438.0,257.0,0.0
2022-03-24 09:30:00-04:00,MLTrader,f655cf37e7ad4212a7105eb55833c561,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-03-24 09:30:00-04:00,MLTrader,f655cf37e7ad4212a7105eb55833c561,SPY,sell,market,fill,1,gtc,0.0,1,stock,451.1600036621094,374.0,0.0
2022-03-28 08:30:00-04:00,MLTrader,0828b7377eb24c48bd42bd10ba794834,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-03-28 08:30:00-04:00,MLTrader,34448bf2536a4d47881f5c9add5adc46,SPY,buy,stop,fill,1,day,0.0,1,stock,460.0199890136719,174.0,0.0
2022-03-28 08:30:00-04:00,MLTrader,bbdd132e44ed424bbb7bb463e9febf5e,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-03-28 08:30:00-04:00,MLTrader,fb3c7b27edb0403fac8dcb71f83ed03a,SPY,buy,stop,fill,1,day,0.0,1,stock,460.0199890136719,257.0,0.0
2022-04-22 09:30:00-04:00,MLTrader,f34014b6533b4daaa121372f785becc0,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-04-22 09:30:00-04:00,MLTrader,f34014b6533b4daaa121372f785becc0,SPY,sell,market,fill,1,gtc,0.0,1,stock,436.9100036621094,353.0,0.0
2022-04-27 09:30:00-04:00,MLTrader,a75836906b544bce87b1ba7fa17c112e,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-04-27 09:30:00-04:00,MLTrader,a75836906b544bce87b1ba7fa17c112e,SPY,sell,market,fill,1,gtc,0.0,1,stock,422.2900085449219,547.0,0.0
2022-04-28 09:30:00-04:00,MLTrader,70f6ed6ac85c48bc97a213d0e13c8d87,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-04-28 09:30:00-04:00,MLTrader,70f6ed6ac85c48bc97a213d0e13c8d87,SPY,sell,market,fill,1,gtc,0.0,1,stock,423.5899963378906,818.0,0.0
2022-06-10 09:30:00-04:00,MLTrader,0db00cdb359044cbad16c99e231771ad,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-06-10 09:30:00-04:00,MLTrader,0db00cdb359044cbad16c99e231771ad,SPY,sell,market,fill,1,gtc,0.0,1,stock,394.8800048828125,1317.0,0.0
2022-07-08 09:30:00-04:00,MLTrader,9c5fafb062a04c7bb9ab9baa0b04b4f9,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,5f6a6400ca054e4ab268731f59ba88b0,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,ae709e638b584bbfb55894bb0e46a10e,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,37e4a128d79840348cd520194961c35a,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,59217494959248958619fb9c2977141d,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,a7ae87235db44e3a851aebd35266bc1a,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,306d55efb87548a886a6b01743599dea,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,16240d2329fe49de8e0adba0e57311be,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,e859438aefff4887a794ffd9c8e2581c,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,c6e0a4771fa34600a48e5dd30c130587,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,69ef9cfe849a40e19dd9577fe8842394,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,2d0f0f82244e4d50a061a27b466e3363,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,8eff90d65f534bcc9ecf94d2aab18052,SPY,buy,market,new,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,7cd3378f9fdf49b9853ec3b431cd2783,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,8eff90d65f534bcc9ecf94d2aab18052,SPY,buy,market,fill,1,day,0.0,1,stock,387.2699890136719,3521.0,0.0
2022-07-08 09:30:00-04:00,MLTrader,7cd3378f9fdf49b9853ec3b431cd2783,SPY,buy,market,fill,1,gtc,0.0,1,stock,387.2699890136719,2014.0,0.0
2022-09-22 09:30:00-04:00,MLTrader,4fe489691e434e779814bc0eb1750fa2,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2022-09-22 09:30:00-04:00,MLTrader,53c274cb3b884ef083430aefad4884ce,SPY,sell,stop,fill,1,day,0.0,1,stock,367.90648956298827,2014.0,0.0
2022-09-27 09:30:00-04:00,MLTrader,eb7eb06d404949e9aae4e73fd4f46e50,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-27 09:30:00-04:00,MLTrader,eb7eb06d404949e9aae4e73fd4f46e50,SPY,sell,market,fill,1,gtc,0.0,1,stock,364.3800048828125,216.0,0.0
2022-09-28 09:30:00-04:00,MLTrader,236ff70e5d6042fa8e69159c8e42afa3,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-28 09:30:00-04:00,MLTrader,236ff70e5d6042fa8e69159c8e42afa3,SPY,sell,market,fill,1,gtc,0.0,1,stock,366.80999755859375,322.0,0.0
2022-10-24 08:30:00-04:00,MLTrader,db62a49512ec49b0a162a977d9196774,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-24 08:30:00-04:00,MLTrader,c241414b55b546808612b14151e776f8,SPY,buy,stop,fill,1,day,0.0,1,stock,382.59900512695316,216.0,0.0
2022-10-24 08:30:00-04:00,MLTrader,a95173daaa5b4f8bb321a7fce87e3021,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-24 08:30:00-04:00,MLTrader,64241650340d4c1b95e5e65fabb9b761,SPY,buy,stop,fill,1,day,0.0,1,stock,385.15049743652344,322.0,0.0
2023-01-19 09:30:00-05:00,MLTrader,f66c5882e3d543e79f0d0f530ba1979d,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,f66c5882e3d543e79f0d0f530ba1979d,SPY,sell,market,fill,1,gtc,0.0,1,stock,389.3599853515625,189.0,0.0
2023-02-01 09:30:00-05:00,MLTrader,c18c1cf31f7f49de830b8618cc8d839a,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
